,x,y
306,0.612,-0.33872863307504336
307,0.614,-0.3936960076265949
308,0.616,-0.4480977686597531
309,0.618,-0.50188286225471
310,0.62,-0.5550009875079712
311,0.622,-0.6074026421663656
312,0.624,-0.6590391673825212
313,0.626,-0.7098627915520279
314,0.628,-0.7598266731934752
315,0.63,-0.808884942833461
316,0.632,-0.8569927438597709
317,0.634,-0.9041062723069063
318,0.636,-0.9501828155392227
319,0.638,-0.9951807897980953
320,0.64,-1.0390597765805913
321,0.642,-1.0817805578183475
322,0.644,-1.1233051498265243
323,0.646,-1.1635968359939264
324,0.648,-1.2026201981865923
325,0.65,-1.2403411468384895
326,0.652,-1.2767269497041527
327,0.654,-1.3117462592494789
328,0.656,-1.3453691386581976
329,0.658,-1.3775670864328444
330,0.66,-1.4083130595705105
331,0.662,-1.4375814952949337
332,0.664,-1.4653483313279514
333,0.666,-1.49159102468471
334,0.668,-1.5162885689784562
335,0.67,-1.5394215102221747
336,0.672,-1.560971961115741
337,0.674,-1.5809236138087592
338,0.676,-1.5992617511306444
339,0.678,-1.615973256281034
340,0.68,-1.6310466209750032
341,0.682,-1.644471952039091
342,0.684,-1.6562409764555586
343,0.686,-1.6663470448538047
344,0.6880000000000001,-1.6747851334492765
345,0.6900000000000001,-1.6815518444317459
346,0.6920000000000001,-1.6866454048061952
347,0.6940000000000001,-1.690065663691072
348,0.6960000000000001,-1.6918140880800798
349,0.6980000000000001,-1.6918937570751154
350,0.7000000000000001,-1.6903093545993766
351,0.7020000000000001,-1.6870671606011158
352,0.704,-1.6821750407598346
353,0.706,-1.6756424347082097
354,0.708,-1.6674803427843117
355,0.71,-1.6577013113300834
356,0.712,-1.6463194165533956
357,0.714,-1.6333502469722567
358,0.716,-1.61881088446113
359,0.718,-1.60271988392051
360,0.72,-1.5850972515922288
361,0.722,-1.5659644220441586
362,0.724,-1.545344233849191
363,0.726,-1.5232609039845615
364,0.728,-1.4997400009787343
365,0.73,-1.4748084168341955
366,0.732,-1.448494337755582
367,0.734,-1.4208272137136835
368,0.736,-1.391837726876832
369,0.738,-1.3615577589422565
370,0.74,-1.3300203574009062
371,0.742,-1.2972597007702242
372,0.744,-1.263311062830229
373,0.746,-1.2282107758991392
374,0.748,-1.1919961931856222
375,0.75,-1.1547056502555382
376,0.752,-1.116378425651791
377,0.754,-1.0770547007066653
378,0.756,-1.0367755185866567
379,0.758,-0.9955827426104985
380,0.76,-0.9535190138816608
381,0.762,-0.9106277082771669
382,0.764,-0.8669528928351112
383,0.766,-0.8225392815837342
384,0.768,-0.7774321908553484
385,0.77,-0.7316774941288186
386,0.772,-0.6853215764446554
387,0.774,-0.6384112884370932
388,0.776,-0.5909939000277984
389,0.778,-0.5431170538260847
390,0.78,-0.49482871828069885
391,0.782,-0.44617714062838965
392,0.784,-0.3972107996845594
393,0.786,-0.3479783585213772
394,0.788,-0.29852861707873113
395,0.79,-0.24891046475337444
396,0.792,-0.19917283301154987
397,0.794,-0.14936464807026759
398,0.796,-0.09953478369224598
399,0.798,-0.04973201413933471
400,0.8,-4.967328994194497e-06
401,0.802,0.049597921761870174
402,0.804,0.09902845740176489
403,0.806,0.14823872907452243
404,0.808,0.19718115707111394
405,0.81,0.24580853766056387
406,0.812,0.2940740877977397
407,0.8140000000000001,0.34193148932624445
408,0.8160000000000001,0.3893349326352496
409,0.8180000000000001,0.4362391597296835
410,0.8200000000000001,0.48259950667384377
411,0.8220000000000001,0.5283719453691628
412,0.8240000000000001,0.5735131246275811
413,0.8260000000000001,0.6179804105027281
414,0.8280000000000001,0.6617319258418816
415,0.8300000000000001,0.7047265890224953
416,0.8320000000000001,0.7469241518379583
417,0.834,0.7882852364980758
418,0.836,0.8287713717107523
419,0.838,0.868345027812177
420,0.84,0.906969650913946
421,0.842,0.9446096960364151
422,0.844,0.9812306591986575
423,0.846,1.016799108436473
424,0.848,1.0512827137209415
425,0.85,1.0846502757511283
426,0.852,1.1168717535956778
427,0.854,1.1479182911591734
428,0.856,1.1777622424503158
429,0.858,1.2063771956301583
430,0.86,1.2337379958198391
431,0.862,1.2598207666484895
432,0.864,1.2846029305232123
433,0.866,1.3080632276043227
434,0.868,1.3301817334702544
435,0.87,1.3509398754578739
436,0.872,1.3703204476652062
437,0.874,1.3883076246048756
438,0.876,1.4048869734979068
439,0.878,1.4200454651988161
440,0.88,1.4337714837442732
441,0.882,1.446054834518937
442,0.884,1.4568867510334007
443,0.886,1.4662599003105177
444,0.888,1.4741683868777387
445,0.89,1.4806077553643904
446,0.892,1.4855749917042012
447,0.894,1.4890685229446936
448,0.896,1.4910882156663896
449,0.898,1.491635373016125
450,0.9,1.4907127303600611
451,0.902,1.488324449563292
452,0.904,1.4844761119042933
453,0.906,1.47917470963368
454,0.908,1.4724286361880796
455,0.91,1.4642476750711761
456,0.912,1.4546429874152191
457,0.914,1.4436270982375574
458,0.916,1.4312138814079705
459,0.918,1.4174185433437656
460,0.92,1.4022576054508178
461,0.922,1.3857488853298838
462,0.924,1.3679114767686709
463,0.926,1.34876572854128
464,0.928,1.3283332220377237
465,0.93,1.3066367477473277
466,0.932,1.2837002806208573
467,0.934,1.2595489543372502
468,0.936,1.2342090345018482
469,0.9380000000000001,1.2077078908039771
470,0.9400000000000001,1.1800739681626888
471,0.9420000000000001,1.1513367568903958
472,0.9440000000000001,1.1215267619050098
473,0.9460000000000001,1.090675471022054
474,0.9480000000000001,1.058815322359063
475,0.9500000000000001,1.0259796708853455
476,0.9520000000000001,0.9922027541509821
477,0.9540000000000001,0.957519657229626
478,0.9560000000000001,0.9219662769103911
479,0.9580000000000001,0.885579285174753
480,0.96,0.8483960919950254
481,0.962,0.8104548074915391
482,0.964,0.7717942034862348
483,0.966,0.7324536744908492
484,0.968,0.6924731981683945
485,0.97,0.65189329530703
486,0.972,0.6107549893458487
487,0.974,0.5690997654924557
488,0.976,0.5269695294725248
489,0.978,0.4844065659518238
490,0.98,0.4414534966714238
491,0.982,0.3981532383370221
492,0.984,0.354548960303464
493,0.986,0.31068404209568534
494,0.988,0.26660203080737
495,0.99,0.2223465984186667
496,0.992,0.1779614990743198
497,0.994,0.13349052636352252
498,0.996,0.08897747064273977
499,0.998,0.04446607644262366
500,1.0,-0.0
